Total runtime:	30814
Thread:	0	1	2	3	4	5	6	7
Number of tasks completed:	0	0	0	0	1	1	1	1
Time working:	0	0	0	0	4294967297	4294967297	15840	4294967297
Time in overhead:	9797	9799	9798	9797	4294967297	4294967297	528	4294967297
Time mutex blocked:	0	0	0	0	4294967297	4294967297	4294967297	4294967297
Time blocked by master thread:	0	0	0	0	4294967297	4294967297	4294967297	4294967297
