Total runtime:	1039
Thread:	0	1	2	3
Number of tasks completed:	3334	3333	3333	1
Time working:	60	1	10	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	528
Time blocked by master thread:	0	0	0	4294967297
