Total runtime:	1523
Thread:	0	1	2	3
Number of tasks completed:	4952	5048	1	15315840
Time working:	13	9	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15558736
