Total runtime:	2732
Thread:	0	1	2	3
Number of tasks completed:	10000	1	1	14539904
Time working:	35	4294967297	4294967297	4294967297
Time in overhead:	0	4294967297	4294967297	5280
Time mutex blocked:	0	4294967297	4294967297	1025
Time blocked by master thread:	0	4294967297	4294967297	14651888
