Total runtime:	1412
Thread:	0	1	2	3
Number of tasks completed:	5066	4934	1	15455376
Time working:	1	1	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15377856
