Total runtime:	1018
Thread:	0	1	2	3
Number of tasks completed:	3334	3333	3333	1436556296
Time working:	1	3	1	4294967297
Time in overhead:	0	0	0	4294967297
Time mutex blocked:	0	0	0	161
Time blocked by master thread:	0	0	0	140318018116616
