Total runtime:	1118
Thread:	0	1	2	3
Number of tasks completed:	3415	3343	3242	15476048
Time working:	11	7	60	4294967297
Time in overhead:	1	1	1	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	14861968
