Total runtime:	1053
Thread:	0	1	2	3
Number of tasks completed:	3322	3272	3406	15377856
Time working:	2	13	17	4294967297
Time in overhead:	0	1	1	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15476048
