Total runtime:	1398
Thread:	0	1	2	3
Number of tasks completed:	4996	5004	1	15491552
Time working:	1	3	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15388192
