Total runtime:	1188
Thread:	0	1	2	3
Number of tasks completed:	3000	3000	4000	15367520
Time working:	14	22	18	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	14948608
