Total runtime:	1437
Thread:	0	1	2	3
Number of tasks completed:	5000	5000	1	15486384
Time working:	7	31	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15029184
