Total runtime:	1235
Thread:	0	1	2	3
Number of tasks completed:	3322	3327	3351	15388192
Time working:	28	3	74	4294967297
Time in overhead:	7	7	8	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	14846464
