Total runtime:	1066
Thread:	0	1	2	3
Number of tasks completed:	3452	3294	3254	15517392
Time working:	7	4	27	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15512224
