Total runtime:	1119
Thread:	0	1	2	3
Number of tasks completed:	3000	4000	3000	15491552
Time working:	1	10	50	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15388192
