Total runtime:	1457
Thread:	0	1	2	3
Number of tasks completed:	5000	5000	1	1
Time working:	2	71	4294967297	4294967297
Time in overhead:	0	0	4294967297	4224
Time mutex blocked:	0	0	4294967297	528
Time blocked by master thread:	0	0	4294967297	4294967297
