Total runtime:	1037
Thread:	0	1	2	3
Number of tasks completed:	3587	3200	3213	15357184
Time working:	4	15	58	4294967297
Time in overhead:	5	0	5	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15326176
