Total runtime:	1127
Thread:	0	1	2	3
Number of tasks completed:	3598	3525	2877	15486384
Time working:	2	4	33	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15029184
