Total runtime:	1123
Thread:	0	1	2	3
Number of tasks completed:	3000	3000	4000	15538064
Time working:	19	2	3	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15274496
