Total runtime:	1283
Thread:	0	1	2	3
Number of tasks completed:	3469	3126	3405	15450208
Time working:	19	93	35	4294967297
Time in overhead:	0	1	1	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15507056
