Total runtime:	1424
Thread:	0	1	2	3
Number of tasks completed:	4975	5025	1	15029184
Time working:	4	9	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15450208
