Total runtime:	1073
Thread:	0	1	2	3
Number of tasks completed:	3500	3261	3239	15496720
Time working:	6	1	53	4294967297
Time in overhead:	1	1	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15408864
