Total runtime:	1407
Thread:	0	1	2	3
Number of tasks completed:	4985	5015	1	15553568
Time working:	8	1	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15527728
