Total runtime:	1113
Thread:	0	1	2	3
Number of tasks completed:	3613	3541	2846	15326176
Time working:	2	4	38	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15553568
