Total runtime:	1410
Thread:	0	1	2	3
Number of tasks completed:	5096	4904	1	14601792
Time working:	2	2	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15398528
