Total runtime:	1407
Thread:	0	1	2	3
Number of tasks completed:	5001	4999	1	15408864
Time working:	3	3	4294967297	4294967297
Time in overhead:	0	0	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15491552
