Total runtime:	2688
Thread:	0	1	2	3
Number of tasks completed:	10000	1	1	1436556456
Time working:	19	4294967297	4294967297	4294967297
Time in overhead:	0	4294967297	4294967297	4294967297
Time mutex blocked:	0	4294967297	4294967297	321
Time blocked by master thread:	0	4294967297	4294967297	140318018116776
