Total runtime:	1244
Thread:	0	1	2	3
Number of tasks completed:	3435	3409	3156	15227984
Time working:	5	6	72	4294967297
Time in overhead:	1	1	1	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15315840
