Total runtime:	1070
Thread:	0	1	2	3
Number of tasks completed:	3379	3215	3406	15367520
Time working:	13	40	24	4294967297
Time in overhead:	1	1	1	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	14948608
