Total runtime:	1003
Thread:	0	1	2	3
Number of tasks completed:	3334	3333	3333	1436556168
Time working:	10	8	5	4294967297
Time in overhead:	0	0	0	1056
Time mutex blocked:	0	0	0	33
Time blocked by master thread:	0	0	0	14424976
