Total runtime:	2798
Thread:	0	1	2	3
Number of tasks completed:	10000	1	1	15476048
Time working:	51	4294967297	4294967297	4294967297
Time in overhead:	0	4294967297	4294967297	528
Time mutex blocked:	0	4294967297	4294967297	529
Time blocked by master thread:	0	4294967297	4294967297	14861968
