Total runtime:	1017
Thread:	0	1	2	3
Number of tasks completed:	3447	3239	3314	15470880
Time working:	4	1	6	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15455376
