Total runtime:	1549
Thread:	0	1	2	3
Number of tasks completed:	5123	4877	1	15507056
Time working:	4	40	4294967297	4294967297
Time in overhead:	1	1	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15470880
