Total runtime:	1073
Thread:	0	1	2	3
Number of tasks completed:	3446	3344	3210	15377856
Time working:	3	8	58	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15476048
