Total runtime:	1058
Thread:	0	1	2	3
Number of tasks completed:	3561	3504	2935	15538064
Time working:	7	1	26	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15274496
