Total runtime:	1034
Thread:	0	1	2	3
Number of tasks completed:	3334	3333	3333	1436556520
Time working:	10	3	20	4294967297
Time in overhead:	0	0	0	0
Time mutex blocked:	0	0	0	385
Time blocked by master thread:	0	0	0	14436304
