Total runtime:	1178
Thread:	0	1	2	3
Number of tasks completed:	4000	3000	3000	15227984
Time working:	3	19	17	4294967297
Time in overhead:	9	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15315840
