Total runtime:	1050
Thread:	0	1	2	3
Number of tasks completed:	3519	3217	3264	15491552
Time working:	4	20	50	4294967297
Time in overhead:	1	1	1	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15388192
