Total runtime:	1221
Thread:	0	1	2	3
Number of tasks completed:	3429	3383	3188	15491552
Time working:	16	39	28	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15388192
