Total runtime:	1417
Thread:	0	1	2	3
Number of tasks completed:	5094	4906	1	15029184
Time working:	1	7	4294967297	4294967297
Time in overhead:	8	8	4294967297	528
Time mutex blocked:	0	0	4294967297	529
Time blocked by master thread:	0	0	4294967297	15450208
