Total runtime:	1142
Thread:	0	1	2	3
Number of tasks completed:	3359	3439	3202	15486384
Time working:	8	9	60	4294967297
Time in overhead:	6	6	6	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15029184
