Total runtime:	1045
Thread:	0	1	2	3
Number of tasks completed:	3432	3308	3260	15455376
Time working:	2	1	48	4294967297
Time in overhead:	0	0	1	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15377856
