Total runtime:	984
Thread:	0	1	2	3
Number of tasks completed:	3349	3401	3250	15512224
Time working:	1	1	44	4294967297
Time in overhead:	1	1	2	528
Time mutex blocked:	0	0	0	529
Time blocked by master thread:	0	0	0	15465712
