Total runtime:	1421
Thread:	0	1	2	3
Number of tasks completed:	5000	5000	1	1436556152
Time working:	2	7	4294967297	4294967297
Time in overhead:	0	0	4294967297	1056
Time mutex blocked:	0	0	4294967297	1089
Time blocked by master thread:	0	0	4294967297	14434656
