Total runtime:	1072
Thread:	0	1	2	3
Number of tasks completed:	3334	3333	3333	14617296
Time working:	13	3	63	4294967297
Time in overhead:	0	0	0	528
Time mutex blocked:	0	0	0	1057
Time blocked by master thread:	0	0	0	14928992
