Total runtime:	30674
Thread:	0	1	2	3	4	5	6	7
Number of tasks completed:	0	0	0	0	1	1	1	1
Time working:	0	0	0	0	4294967297	4294967297	17424	4294967297
Time in overhead:	9661	9661	9659	9661	4294967297	4294967297	528	4294967297
Time mutex blocked:	0	0	0	0	4294967297	4294967297	4294967297	4294967297
Time blocked by master thread:	0	0	0	0	4294967297	4294967297	4294967297	4294967297
