Total runtime:	30846
Thread:	0	1	2	3	4	5	6	7
Number of tasks completed:	0	0	0	0	1	1	1	1
Time working:	0	0	0	0	4294967297	4294967297	4294967297	4294967297
Time in overhead:	9827	9831	9830	9829	4294967297	4294967297	4294967297	4294967297
Time mutex blocked:	0	0	0	0	4294967297	4294967297	70224	4294967297
Time blocked by master thread:	0	0	0	0	4294967297	4294967297	528	4294967297
