Total runtime:	30724
Thread:	0	1	2	3	4	5	6	7
Number of tasks completed:	0	0	0	0	1	1	1	1
Time working:	0	0	0	0	4294967297	4294967297	19536	4294967297
Time in overhead:	9708	9709	9709	9710	4294967297	4294967297	177	4294967297
Time mutex blocked:	0	0	0	0	4294967297	4294967297	35364768	4294967297
Time blocked by master thread:	0	0	0	0	4294967297	4294967297	140007234178072	4294967297
