Total runtime:	32778
Thread:	0	1	2	3	4	5	6	7
Number of tasks completed:	0	0	0	0	1	1	1	1
Time working:	0	0	0	0	4294967297	4294967297	4294967297	528
Time in overhead:	10767	10767	10767	10764	4294967297	4294967297	4294967297	4294967297
Time mutex blocked:	0	0	0	0	4294967297	4294967297	4294967297	4294967297
Time blocked by master thread:	0	0	0	0	4294967297	4294967297	4294967297	4294967297
